platform,comparison_type,comparison_target,domain
deepseek,pairwise,chatgpt,ab-in-den-urlaub.de
deepseek,pairwise,chatgpt,today.rtl.lu
deepseek,pairwise,chatgpt,sohu.com
deepseek,pairwise,chatgpt,m.gmw.cn
deepseek,pairwise,chatgpt,163.com
deepseek,pairwise,chatgpt,toutiao.com
deepseek,pairwise,chatgpt,baijiahao.baidu.com
deepseek,pairwise,chatgpt,english.kyodonews.net
deepseek,pairwise,chatgpt,myanmaritv.com
deepseek,pairwise,chatgpt,wktv.com
deepseek,pairwise,chatgpt,wionews.com
deepseek,pairwise,chatgpt,dw.com
deepseek,pairwise,chatgpt,travelwithme.my.id
deepseek,pairwise,chatgpt,nationalgeographic.com
deepseek,pairwise,chatgpt,indianexpress.com
deepseek,pairwise,chatgpt,pht.com.au
deepseek,pairwise,chatgpt,mypunepulse.com
deepseek,pairwise,chatgpt,weroad.com
deepseek,pairwise,chatgpt,bostonglobe.com
deepseek,pairwise,claude,deutschlandfunk.de
deepseek,pairwise,claude,ab-in-den-urlaub.de
deepseek,pairwise,claude,today.rtl.lu
deepseek,pairwise,claude,sohu.com
deepseek,pairwise,claude,m.gmw.cn
deepseek,pairwise,claude,163.com
deepseek,pairwise,claude,toutiao.com
deepseek,pairwise,claude,baijiahao.baidu.com
deepseek,pairwise,claude,english.kyodonews.net
deepseek,pairwise,claude,myanmaritv.com
deepseek,pairwise,claude,wktv.com
deepseek,pairwise,claude,wionews.com
deepseek,pairwise,claude,dw.com
deepseek,pairwise,claude,travelwithme.my.id
deepseek,pairwise,claude,nationalgeographic.com
deepseek,pairwise,claude,indianexpress.com
deepseek,pairwise,claude,pht.com.au
deepseek,pairwise,claude,mypunepulse.com
deepseek,pairwise,claude,weroad.com
deepseek,pairwise,claude,bostonglobe.com
deepseek,pairwise,grok,deutschlandfunk.de
deepseek,pairwise,grok,ab-in-den-urlaub.de
deepseek,pairwise,grok,today.rtl.lu
deepseek,pairwise,grok,sohu.com
deepseek,pairwise,grok,m.gmw.cn
deepseek,pairwise,grok,163.com
deepseek,pairwise,grok,toutiao.com
deepseek,pairwise,grok,baijiahao.baidu.com
deepseek,pairwise,grok,english.kyodonews.net
deepseek,pairwise,grok,myanmaritv.com
deepseek,pairwise,grok,wktv.com
deepseek,pairwise,grok,wionews.com
deepseek,pairwise,grok,travelwithme.my.id
deepseek,pairwise,grok,nationalgeographic.com
deepseek,pairwise,grok,pht.com.au
deepseek,pairwise,grok,mypunepulse.com
deepseek,pairwise,grok,weroad.com
deepseek,pairwise,grok,bostonglobe.com
